date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,lineray1,linefox,linedunk,linedok
1/18/2008,Toronto,89,Atlanta,78,6.5,6.82,6.06,5.49,6.64,6,4.97,9.5,4.3,6.46,6,9.93,5.52
1/18/2008,Utah,106,LA Clippers,88,10,9.66,10.83,9.92,11.82,11,8.3,11.8,7.7,9.82,11,9.66,9.48
1/18/2008,Washington,111,New York,98,8,8.71,9.44,8.57,10.35,8,7.53,9.8,6.5,13.57,8,9.51,9.84
1/19/2008,Charlotte,105,Memphis,87,5.5,3.19,2.76,4.54,1.23,4.5,3.44,4.5,1.1,-0.84,2,8.47,3.6
1/19/2008,Chicago,97,Detroit,81,-6.5,-5.47,-7.96,-6.63,-9.56,-5.5,-6.13,-1.9,-5.4,-6.61,-5,-8.41,-6.33
1/19/2008,Dallas,111,Seattle,96,15,15.24,15.45,15.58,15.32,15,14.25,16.6,10.9,13.61,16,24.31,14.76
1/19/2008,Denver,111,Minnesota,108,14.5,13.86,15.06,16.71,13.97,13.5,13.06,14.4,10.4,12.19,13,16.31,15.61
1/19/2008,Houston,83,San Antonio,81,1,1.9,0.85,0.24,1.54,-1.5,1.84,4.1,0.3,-1.86,5,8.68,1.82
1/19/2008,Indiana,104,Sacramento,110,3.5,4.34,3.87,3.26,4.53,4,4.52,5.5,2.3,4.81,5,6.96,6.06
1/19/2008,LA Clippers,120,New Jersey,107,0,2.38,0.29,-0.92,1.77,-1,5,4.6,1.2,3.49,5,1.35,0.06
1/19/2008,Miami,84,New York,88,4.5,1.57,1.38,-0.56,2.83,3.5,0.4,3.3,0.6,7.36,-4,-5.11,4.48
1/19/2008,Milwaukee,99,Golden State,119,2.5,-2.2,-2.93,-2.48,-3.6,1,-1.05,-1.3,-2.6,-6.19,-3,2.49,0.64
1/19/2008,Orlando,101,Portland,94,5.5,2.56,3.22,1.83,4.56,4.5,3.23,4.3,1.9,0.62,-2,-1.69,6.06
1/19/2008,Philadelphia,99,Toronto,95,-2,-2.59,-2.68,-2.36,-3.01,-2,-1.5,-0.1,-1.9,-1.9,-5,-8.73,-0.37
1/20/2008,Phoenix,116,New Jersey,92,10.5,11.75,10.93,9.74,12.45,11,11.66,14,8.8,12.4,14,14.02,12.29
1/21/2008,Atlanta,109,Portland,111,1,-0.1,-0.72,-1.34,-0.16,1,1.57,0.5,-0.7,-0.22,-1,-1.08,-0.11
1/21/2008,Charlotte,86,San Antonio,95,-5,-3.77,-5.01,-4.3,-5.77,-6,-3.35,-2.3,-4,-7.9,-1,4.07,-2.89
1/21/2008,Golden State,108,Minnesota,109,12,13.65,15.15,17.39,13.68,13.5,10.97,15.8,10.6,13.87,14,15.52,12.26
1/21/2008,Houston,96,Seattle,89,12,12.58,13.18,12.56,13.85,12.5,12.8,14.1,9.3,10.09,15,19.14,10.26
1/21/2008,LA Clippers,93,Utah,109,-3,-3.8,-5.24,-4.25,-6.31,-4,-2.71,-2,-4.1,-3.82,-6,-4.82,-2.83
1/21/2008,LA Lakers,116,Denver,99,3.5,6.55,6,5.66,6.35,4.5,4.9,8.1,4.4,6.96,11,11.2,8.59
1/21/2008,Memphis,104,Chicago,90,1,0.8,1.19,-0.81,2.96,1.5,1.54,0.9,0.9,1.14,0.01,5.52,3.01
1/21/2008,Miami,90,Cleveland,97,-3.5,-3.27,-5.15,-7.9,-3.04,-4,-2.07,-1.2,-3,4.99,-6,-11.02,-0.55
1/21/2008,New York,93,Boston,109,-8,-8.62,-13.07,-12.49,-13.69,-8.5,-8.02,-5.9,-9.4,-18.11,-8,-2.02,-11.66
1/21/2008,New orleans,106,Milwaukee,92,10,11.76,11.64,10.29,13.21,9,12.15,13.2,7.9,7.72,16,18.54,9.84
1/21/2008,Orlando,102,Detroit,100,-2.5,-0.93,-0.64,-0.26,-1.19,-3,-0.79,1.5,-0.5,-4.88,1,-1.4,0.89
1/21/2008,Philadelphia,103,Indiana,110,3.5,1.81,1.63,1.81,1.46,3,2.08,4,1.3,-0.14,1,-0.93,2.1
1/21/2008,Washington,102,Dallas,84,-3.5,0.05,-1.08,-1.63,-0.52,-3,-0.64,1.6,-0.7,2.33,1,3.72,0.73
1/22/2008,Milwaukee,105,Phoenix,114,-7.5,-6.48,-6.29,-5.48,-7.29,-7.5,-5.81,-4.7,-5,-6.49,-8,-6.64,-6.8
1/22/2008,Sacramento,128,New Jersey,94,6,6.11,4.49,3.68,5.66,5.5,5.89,8.1,4.3,9.07,9,11.66,4.34
1/23/2008,Boston,112,Toronto,114,9,9.05,11.06,11.31,10.8,9,8.19,10.9,7.7,12.38,10,7.86,12.78
1/23/2008,Charlotte,95,Dallas,102,-6.5,-4.19,-5.77,-5.65,-5.89,-7,-3.68,-3.5,-4.1,-6.56,-4,1.74,-3.32
1/23/2008,Chicago,108,Indiana,95,4,2.56,0.54,1.1,-0.08,3.5,0.97,6.1,0.7,0.41,2,0.51,0.64
1/23/2008,Cleveland,121,Washington,85,4,1.53,1.96,3.42,0.51,5,-0.09,3.8,0.4,-5.2,-1,-1.81,3.35
1/23/2008,Denver,107,Atlanta,100,5,5.87,6.38,6.71,6.06,5.5,5.42,8.2,4.2,4.24,2,3.97,6.84
1/23/2008,LA Clippers,111,Sacramento,85,-2.5,0.67,-0.95,-1.28,-0.63,-1,2.37,1.2,-0.8,-2.58,-1,2.31,1.3
1/23/2008,Memphis,85,Orlando,112,-3,-1.94,-4.74,-5.83,-3.91,-3,-2.49,-0.4,-2.6,-0.59,-1,2.18,-2.56
1/23/2008,Minnesota,117,Phoenix,107,-8,-9.51,-11.83,-13.31,-10.76,-8,-8.43,-7.5,-8.4,-8.17,-10,-10.29,-8.21
1/23/2008,New orleans,96,Portland,81,7.5,5.7,5.67,4.52,6.73,6,6.93,6.6,3.4,-1.77,6,10.35,7.3
1/23/2008,Philadelphia,78,Detroit,86,-7,-5.34,-6.44,-5.52,-7.59,-6,-4.61,-3.5,-4.2,-7.16,-5,-3.02,-6.27
1/23/2008,San Antonio,103,LA Lakers,91,7.5,2.55,1.31,1.04,1.61,6.5,2.05,4.3,1,2.11,-2,-1.35,3
1/23/2008,Seattle,107,Houston,109,-6,-5.72,-7.36,-7.12,-7.66,-5.5,-6.7,-3.7,-5.4,-4.09,-7,-7.64,-5.14
1/24/2008,Golden State,121,New Jersey,119,9,10.17,8.99,7.84,10.69,9,9.11,12,7.5,12.1,14,16.1,7.88
1/24/2008,Miami,89,San Antonio,90,-9.5,-7.41,-9.37,-11.06,-8.46,-8,-8.13,-4.6,-6.9,-5.22,-10,-6.95,-6.99
1/24/2008,Milwaukee,104,Indiana,92,5,0.56,0.38,1.25,-0.64,4.5,-0.02,2.1,-0.2,-4.97,-1,3.71,2.75
1/25/2008,Boston,87,Minnesota,86,13,18.02,21.46,21.84,21.35,14,16.34,18.5,14.9,23.79,17,20.49,19.16
1/25/2008,Chicago,77,Charlotte,90,3.5,5.81,4.15,4.56,3.7,2,3.14,9.2,3.2,8.7,6,1.95,5.33
1/25/2008,Cleveland,108,Phoenix,110,-2,-0.23,-1.11,-0.31,-1.87,-2,-2.07,1.8,-1.6,-6.12,2,1.39,1.35
1/25/2008,Dallas,112,LA Lakers,105,7,3.43,2.35,2.59,2.13,7,2.6,5.4,1.4,0.77,0.01,5.54,3.47
1/25/2008,Denver,100,New Jersey,85,8,10.06,8.88,8.03,10.16,7.5,10.76,10.4,6.9,10.42,11,17.46,10.45
1/25/2008,Detroit,101,Orlando,93,7,6.19,5.75,5.37,6.32,7.5,5.93,7.7,4.1,10.88,3,1.5,7.38
1/25/2008,New York,89,Philadelphia,81,2.5,1.82,0.27,0.58,-0.05,2.5,1.07,4.9,-0.1,-3.83,4,8.48,0.45
1/25/2008,New orleans,111,LA Clippers,92,11,11.04,13.25,12.77,13.75,11,10.21,12.8,8.4,7.14,13,17.83,11.46
1/25/2008,Portland,79,Houston,89,2,2.96,2.84,4.16,1.61,2,1.21,5,2,6.77,4,5.64,3.31
1/25/2008,Seattle,90,Atlanta,99,-2.5,-1.95,-3.15,-3.6,-2.77,-1.5,-3.21,0.8,-2.4,-4.64,-5,-2.92,-1.59
1/25/2008,Toronto,106,Milwaukee,75,9.5,10.38,9.21,8.05,10.52,9.5,9.12,11.9,6.8,12.73,11,15.02,8.87
1/25/2008,Utah,127,Sacramento,113,7.5,8.18,8.22,6.83,9.76,7.5,9.22,9.6,6,4.24,12,5.4,8.85
1/25/2008,Washington,104,Memphis,93,8,8.41,8.36,9.18,7.77,8.5,7.99,10.6,5.4,8.05,8,14.07,7.57
1/26/2008,Charlotte,96,Philadelphia,103,5.5,3.47,2.46,2.65,2.26,5,3.28,5.3,1.5,-2.15,6,9.76,4.52
1/26/2008,Memphis,125,LA Clippers,120,2.5,2.55,3.23,1.7,4.54,4,0.88,4.3,2.4,5.94,0.01,2.59,5.43
1/26/2008,Miami,98,Indiana,96,-1.5,-1.61,-2.93,-5.04,-1.64,-1,-1.82,1,-2,-2.61,-3,-7.15,-2.31
1/26/2008,San Antonio,78,New orleans,102,5.5,3.71,1.76,1.94,1.57,5.5,1.26,4.4,1.9,8.86,-3,1.04,7.27
1/27/2008,Chicago,77,Phoenix,88,.,-2.97,-5.6,-5.31,-5.94,.,-3.81,-0.8,-3.7,-1.11,-3,-4.76,-3.33
1/27/2008,Dallas,90,Denver,85,10,6.23,5.66,5.44,5.87,9.5,4.85,8.6,3.9,4.73,8,8.03,7.11
1/27/2008,Golden State,106,New York,104,9.5,8.94,10.47,10.73,10.27,10.5,7.32,10.4,7.4,14.19,7,4.67,8.95
1/27/2008,Houston,89,Utah,97,3,1.7,2.14,2.65,1.55,3,1.63,4.2,0.9,1.32,-1,0.21,3.43
1/27/2008,LA Lakers,95,Cleveland,98,4,6.32,7.31,6.53,8.09,4.5,8.31,7.9,5.8,14.1,6,3.29,8.08
1/27/2008,Milwaukee,105,Washington,102,-1,-2.52,-2,-0.61,-3.59,-2,-2.59,-0.7,-1.9,-5.57,-4,-5.59,-0.78
1/27/2008,Minnesota,98,New Jersey,95,-1.5,1.7,-1.51,-3.95,1.07,-1,2.63,4,0.2,1.23,7,10.31,-0.52
1/27/2008,Orlando,96,Boston,93,.,-1.38,-3.08,-3.25,-2.9,-3,-1.3,0.6,-2.4,-9,-1,0.46,-1.28
1/27/2008,Portland,94,Atlanta,93,6,5.81,6.31,7.25,5.43,6,3.98,8.3,4.2,6.22,5,8.56,4.74
1/27/2008,Seattle,101,Sacramento,103,-5.5,-2.56,-3.11,-4.17,-2.08,-4,-1.35,-0.9,-2.4,-4.53,-3,-8.41,-2.11
1/28/2008,LA Clippers,100,Charlotte,107,3.5,3.16,2.08,2.13,2.04,3,3.17,4.9,1.4,3.9,4,0.35,2.39
1/28/2008,Memphis,84,Dallas,103,-6.5,-4.67,-6.58,-8.04,-5.35,-7.5,-5.45,-4,-4.3,-2.72,-6,-1.25,-1.78
1/28/2008,New orleans,117,Denver,93,8.5,7.67,6.9,6.28,7.54,9,6.95,9.3,4.4,0.21,14,17.35,10.41
1/28/2008,Utah,97,San Antonio,91,2.5,3.18,2.83,2.2,3.54,2,3.95,6.5,2.2,-0.18,11,2.93,1.43
1/29/2008,Chicago,96,Minnesota,85,4,7.56,7.51,8.7,6.4,4,5.96,9.4,5,10.06,4,2.43,8.52
1/29/2008,Houston,111,Golden State,107,3,3.85,3.48,2.3,4.59,4.5,5.3,5.4,2.1,-0.47,5,5.72,4.52
1/29/2008,Indiana,104,Detroit,110,-7.5,-4.23,-5.63,-5.02,-6.39,-7.5,-4.57,-2,-3.9,-4.02,-3,-0.93,-3.48
1/29/2008,LA Lakers,120,New York,109,9.5,10.88,13.01,12.72,13.31,9,10.88,11.8,9.1,16.47,11,7,12.1
1/29/2008,Miami,87,Boston,117,-5,-10.11,-13.55,-14.9,-12.92,-7,-9.76,-7.6,-9.8,-13.75,-13,-13.66,-12.1
1/29/2008,New Jersey,87,Milwaukee,80,4.5,2.31,2.24,2.43,1.89,6,1.36,4.9,1,3.09,0.01,-2.87,1.86
1/29/2008,Phoenix,125,Atlanta,92,9,9.18,9.61,10.08,9.15,9.5,7.42,11.8,6.3,6.22,7,10.75,8.87
1/29/2008,Seattle,88,San Antonio,85,-7,-6.83,-9.03,-9.51,-8.68,-8,-7.09,-4.8,-6.5,-8.95,-5,-3.28,-6.11
1/29/2008,Washington,108,Toronto,104,1,0.43,0.88,0.81,0.94,2.5,1.16,2.7,0.5,1.84,-3,-0.91,1.17
1/30/2008,LA Clippers,95,Atlanta,88,-1,1.87,-0.72,-0.7,-0.74,-1,1.35,2.7,-0.5,-2.69,2,7.49,1.49
1/30/2008,Memphis,102,Denver,106,-3,-2.27,-3.62,-5.08,-2.34,-3,-3.16,-0.6,-2.2,-0.99,-1,-1.07,-1.24
1/30/2008,Minnesota,83,Chicago,67,4.5,-1.42,-1.82,-3.03,-0.74,4,-0.45,0.6,-1.3,-4.06,0.01,3.48,0.35
1/30/2008,New orleans,103,Golden State,116,8,8.12,7.65,6.58,8.71,8.5,9.51,8.9,4.7,-1.47,14,18.69,10.76
1/30/2008,Orlando,107,Miami,91,16,12.54,14.63,15.99,13.87,12,12.4,14,9.8,7.75,16,20.23,12.53
1/30/2008,Philadelphia,112,Milwaukee,69,7.5,5.37,3.81,2.81,4.98,7,5.14,6.8,3.1,7.83,6,.,5.94
1/30/2008,Portland,83,Cleveland,84,2.5,3.05,3.87,4.21,3.59,3,4.43,4.5,3,12.12,2,0.25,3.31
1/30/2008,Sacramento,105,Charlotte,91,7.5,4.95,5.1,5.67,4.51,6,2.83,7,3.3,9.48,3,4.7,4.43
1/30/2008,Toronto,122,Washington,83,10.5,5.3,4.75,4.66,4.86,5,4.47,7.3,3.2,4.16,7,3.67,6.75
1/30/2008,Utah,100,New York,89,13,12.59,12.6,11.91,13.37,12.5,11.6,12.4,9,12.4,15,15.97,13.88
1/31/2008,Boston,96,Dallas,90,-1,5.98,7.33,6.5,8.26,2.5,5.15,7.7,5.1,12.87,6,3.98,10.07
1/31/2008,Detroit,90,LA Lakers,89,7.5,5.47,5.25,4.72,5.88,8,4.44,6.8,3.1,6.52,2,2.02,7.76
1/31/2008,Phoenix,81,San Antonio,84,7,5.65,5.36,5.84,4.88,7,4.6,8.3,3.5,1.91,10,10.34,7.14
1/31/2008,Seattle,101,Cleveland,95,-3,-4.17,-6.02,-7.47,-4.7,-4,-2.67,-3.7,-3.7,1.26,-7,-5.8,-2.39
2/1/2008,Golden State,127,Charlotte,96,8.5,8.44,9.63,10.27,9.07,9,6.54,11.2,6.6,12.51,8,2.79,7.81
2/1/2008,Indiana,103,Houston,106,-4,-1.06,-1.52,-1.55,-1.5,-4,-1.73,1,-1.2,5.25,-2,-2.79,-0.49
2/1/2008,Miami,85,New Jersey,94,-3,1.76,-0.52,-3.46,2.19,-4.5,1.54,3.2,0.2,5.27,1,4.96,0.31
2/1/2008,Minnesota,104,LA Clippers,83,6,0.66,0.23,-0.44,0.78,6.5,-0.42,4.2,0.3,0.74,1,4.08,0.55
2/1/2008,Philadelphia,106,Orlando,108,-4,-1.62,-3.54,-3.4,-3.7,-3.5,-1.56,0.2,-2.2,0.72,-1,-2.97,-2.45
2/1/2008,Portland,94,New York,88,7.5,8.43,10.3,11.35,9.32,8,7.61,9.1,7,14.49,9,6.25,7.81
2/1/2008,Sacramento,112,New orleans,103,-2,-3.38,-4.35,-3.35,-5.43,-3.5,-5.36,-0.7,-2.8,4.44,-7,-11.5,-2.2
2/1/2008,Toronto,101,LA Lakers,121,7,4.09,1.46,1.13,1.82,5.5,1.93,5.3,0.7,1.26,6,11.1,5.69
2/1/2008,Washington,87,Utah,96,-5,-1.17,-0.38,-0.06,-0.77,-3.5,-1.2,0.9,-0.8,4.17,-8,-2.77,0.75
2/2/2008,Atlanta,104,New Jersey,92,6.5,5.94,4.98,3.65,6.63,6,7.22,6.7,4.3,9.18,8,9.01,7.79
2/2/2008,Cleveland,98,LA Clippers,84,9,8.29,9.64,10.42,8.89,13,4.79,11.3,5.9,2.79,10,12.35,7.4
2/2/2008,Denver,117,Charlotte,101,13.5,9.05,9.67,9.86,9.52,12,8.02,9.6,6.5,10.83,6,9.92,10.13
2/2/2008,Indiana,115,Orlando,121,-4,-1.64,-3.16,-3.3,-3.04,-3.5,-1.65,0.1,-1.9,3.86,-3,-4.4,-0.85
2/2/2008,Memphis,91,Utah,110,-8.5,-5.5,-6.22,-6.73,-5.96,-9,-6.17,-4.8,-4.5,-0.88,-11,-7.17,-1.45
2/2/2008,Milwaukee,83,Houston,91,-7,-4.07,-3.75,-2.63,-5.13,-5,-4.73,-3,-3,-2.72,-9,-3.88,-0.69
2/2/2008,Sacramento,105,Chicago,101,8.5,4.43,5.96,6.18,5.75,8,4.75,6.1,3.9,3.78,7,7.71,3.9
2/2/2008,Seattle,86,New York,85,3.5,2.05,1.28,1.14,1.41,3,1.1,1.9,0.8,3.63,1,2.65,3.11
2/3/2008,Detroit,90,Dallas,67,5.5,4.25,4.72,4.13,5.35,5,3.97,5.5,3,8.75,1,0.19,6.52
2/3/2008,Washington,91,LA Lakers,103,.,-1.11,-1.66,-1.58,-1.76,.,-1.27,-0.1,-1.5,0.1,-6,-0.91,-0.11
2/4/2008,Atlanta,96,Philadelphia,91,5,3.18,4.1,4.33,3.88,5,3.84,4.9,2.6,4.44,2,1.83,3.37
2/4/2008,Miami,82,Toronto,114,-9,-6.78,-7.43,-8.57,-6.93,-7.5,-6.8,-5,-5.6,-4.37,-13,-13.48,-6.05
2/4/2008,Minnesota,86,Houston,92,-5.5,-4.35,-7.3,-7.91,-6.8,-5.5,-4.96,-2.3,-4.5,-4.4,-2,2.35,-5.51
2/4/2008,New York,94,LA Clippers,103,5,3.12,3.27,2.83,3.71,5,1.95,6.8,2.2,0.42,4,6.52,3.02
2/4/2008,Orlando,98,Dallas,107,4.5,2.24,2.42,2.08,2.74,3,1.68,3.7,1.4,0.87,3,4.92,4.62
2/4/2008,Phoenix,118,Charlotte,104,14,12.78,13.13,12.87,13.42,14,10.98,14.1,9.1,12.81,14,15.78,11.53
2/4/2008,Portland,103,Denver,105,2,2.79,2.66,3.33,2.06,3,1.5,4.9,1.7,4.98,6,3.86,3.24
2/4/2008,Seattle,108,Chicago,118,-1,-0.21,0.14,-0.32,0.62,-1,0.48,0.5,-0.4,-3.75,1,2.89,1.29
2/4/2008,Utah,110,New orleans,88,3.5,3.82,2.34,2.08,2.64,3,2.36,5.7,2.4,5.68,4,3.41,2.9
2/5/2008,Cleveland,114,Boston,113,3.5,-3.68,-5.27,-4.1,-6.48,2.5,-4.7,-0.9,-4.5,-15.74,-3,.,-6.04
2/5/2008,Indiana,89,San Antonio,116,-5.5,-2.58,-3.17,-3.31,-3.04,-3.5,-2.14,-0.1,-2.3,0.39,0.01,.,-1.48
2/5/2008,Memphis,97,Milwaukee,102,4,3.87,2.29,0.32,4.34,3.5,3.45,5.2,2.2,6.52,6,.,3.39
2/5/2008,New Jersey,90,LA Lakers,105,-7,-5.52,-6.43,-4.85,-8.37,-4.5,-7.48,-4.2,-5.9,-8.38,-10,.,-6.1
2/5/2008,Philadelphia,101,Washington,96,-1.5,1.31,0.2,0.04,0.37,-1,0.97,3.7,0.1,-0.74,5,.,-0.57
2/6/2008,Atlanta,98,LA Lakers,95,-3.5,-2.96,-4.29,-3.9,-4.71,-3,-2.8,-2.6,-3.5,-2.2,-5,-3.85,-0.52
2/6/2008,Boston,111,LA Clippers,100,7,14.02,17.43,16.78,18.19,8,12.7,16.5,12.1,21.53,15,13.21,14.45
2/6/2008,Dallas,107,Milwaukee,96,14,13.16,12.51,11.76,13.49,14,12.18,15.2,8.9,12.24,16,15.99,11.57
2/6/2008,Denver,115,Utah,118,2.5,-0.61,0.56,1.81,-0.76,2,-0.54,0.7,-0.4,3.11,-8,-4.92,1.25
2/6/2008,Detroit,100,Miami,95,16,17,18.55,19.72,18,16,16.92,18.4,12.8,15.63,21,22.53,15.51
2/6/2008,New York,100,Indiana,103,3.5,1.55,-0.02,-0.22,0.15,3,1.07,4.2,-0.2,-6.97,3,7.84,1.56
2/6/2008,Orlando,100,New Jersey,84,11,10.42,11.31,9.95,13.04,10.5,11.29,11.9,8.1,10.02,12,15.25,10.53
2/6/2008,Phoenix,130,New orleans,132,4.5,4.38,3.29,3.66,2.91,6,2.33,6,2.6,7.77,2,4.34,3.4
2/6/2008,Portland,100,Chicago,97,5.5,5.75,8.36,9.02,7.77,6.5,6.76,6.8,5.3,7.11,7,6.61,6.95
2/6/2008,Sacramento,92,Seattle,105,9,8.57,9.38,10.35,8.41,9.5,7.67,10.8,6.5,10.53,10,11,7.78
2/6/2008,Washington,77,San Antonio,85,-6.5,-1.61,-1.34,-1.39,-1.3,-2.5,-0.74,0.4,-1,0.99,-2,-2.9,0.6
2/7/2008,Golden State,108,Chicago,114,12.5,8.48,9.41,9.74,9.12,13,.,9.5,6.3,6.81,10,14.39,10.18
2/7/2008,Houston,92,Cleveland,77,5,4.09,4.51,3.73,5.26,5.5,.,5.9,3.5,8.35,3,2.29,4.57
2/7/2008,Philadelphia,101,Miami,84,9,8.63,8.45,9.85,7.65,10,.,10.3,6.2,5.47,14,13.46,10.81
2/8/2008,Atlanta,95,Cleveland,100,4,1.07,0.4,-0.3,1.08,2.5,3.24,1.6,0.9,8.9,1,0.63,1.97
2/8/2008,Charlotte,90,New Jersey,104,4,3.22,2.81,1.9,4.09,5,5.26,5.4,2.6,2.59,4,5.31,3.21
2/8/2008,Dallas,92,Memphis,81,12.5,12.34,13.71,15.03,12.56,13,12.15,15.9,9,8.72,15,11.14,10.07
2/8/2008,Denver,111,Washington,100,10.5,5.59,5.77,6.45,5.11,11,5.37,7.2,3.6,1.94,6,5.82,5.79
2/8/2008,Detroit,91,Portland,82,11,8.81,8.45,7.05,9.82,11,8.31,10,5.7,8.5,6,9.25,10
2/8/2008,Minnesota,86,Boston,88,-5.5,-9.53,-13.57,-13.79,-13.53,-6,-8.99,-7.2,-9.2,-17.79,-8,-3.28,-12.69
2/8/2008,New York,93,San Antonio,99,-7,-6.32,-7.38,-7.7,-7.12,-6.5,-5.32,-3.4,-5.2,-9.58,-4,-4.68,-6.99
2/8/2008,Orlando,113,LA Lakers,117,1,1.13,1.68,1.99,1.33,1.5,1.02,2.5,0.3,-1.36,0.01,-2.63,3.44
2/8/2008,Phoenix,103,Seattle,99,11.5,13.43,15.03,14.96,15.1,13.5,13.2,15.2,10.6,13.86,13,14.14,12.91
2/8/2008,Sacramento,117,Utah,104,-2,-3.59,-3.68,-2.37,-5.1,-2,-4.69,-2.4,-3.1,1.76,-10,-4.21,-1.82
2/8/2008,Toronto,98,LA Clippers,102,10,10.48,10.9,10.19,11.67,10,9.04,12.7,7.6,12.15,14,13.52,9.83
2/9/2008,Golden State,105,Sacramento,102,7,6.75,6.29,6.02,6.61,7.5,5.53,8.5,4.5,6.03,6,8.48,7.75
2/9/2008,Houston,108,Atlanta,89,8.5,7.78,7.71,7.6,7.83,8.5,6.78,10,5,2.45,7,11.23,8.36
2/9/2008,Indiana,101,Portland,93,4.5,0.38,-0.97,-2.05,0.05,1.5,0.06,1.9,-0.7,1.48,-3,2.62,1.91
2/9/2008,Milwaukee,98,New York,99,6.5,3.15,4.82,6.38,3.1,6,2.56,4.3,2.6,5,-1,3.53,4.48
2/9/2008,New orleans,112,Memphis,99,14,11.89,13.71,14.4,13.2,13.5,13.18,15.3,8.7,4.2,17,12.02,12.55
2/9/2008,Philadelphia,101,LA Clippers,80,6.5,5.15,4.99,4.48,5.48,7,4.34,6.3,3.5,7.25,4,7.93,8.15
2/9/2008,Utah,97,Chicago,87,11.5,8.93,11.14,10.21,12.18,12,11.05,10.2,7.6,5.02,14,7.83,9.02
2/10/2008,Boston,98,San Antonio,90,0,6.22,7.34,7.16,7.59,1,5.82,8,5,11.53,9,7.21,10.15
2/10/2008,Cleveland,83,Denver,113,-1,2.3,1.93,2.49,1.39,1.5,0,5.6,0.7,-4.14,4,3.35,3.39
2/10/2008,Detroit,113,Charlotte,87,11,14.27,14.83,14.2,15.5,12.5,13.22,15.5,10.2,18.31,15,13.87,12.94
2/10/2008,Miami,94,LA Lakers,104,-7.5,-8.36,-10.87,-11.98,-10.35,-9,-9.75,-8,-8.3,-6.11,-14,-11.27,-8.76
2/10/2008,Minnesota,82,Toronto,105,-6,-4.99,-6.71,-6.73,-6.91,-4.5,-4.67,-2.7,-4.4,-8.41,-5,0.59,-6.42
2/10/2008,New Jersey,101,Dallas,82,-5.5,-5.27,-6.35,-5.44,-7.66,-5.5,-7,-3.3,-5.2,-6.15,-6,-5.26,-4.84
2/10/2008,Phoenix,108,Washington,107,10.5,8.61,8.67,8.92,8.41,12,7.89,10.5,5.9,3.92,10,10,8.88
2/11/2008,Charlotte,97,LA Lakers,106,-8.5,-6.8,-7.61,-6.8,-8.51,-7.5,-6.44,-5.9,-6,-8.79,-11,-11.58,-3.44
2/11/2008,Golden State,120,Washington,117,10,6.74,5.79,6.8,4.81,8.5,4.5,8.4,3.9,3.62,8,11.71,7.64
2/11/2008,Houston,95,Portland,83,8,5.85,5.17,4.2,6.1,7.5,6.38,7.8,3.4,-0.77,7,8.28,5.95
2/11/2008,Milwaukee,89,LA Clippers,96,3.5,1.18,3.52,4.14,2.73,4.5,1.26,3.2,1.9,2.42,-3,0.26,1.54
2/11/2008,Orlando,111,Cleveland,118,8.5,5.52,5.66,4.47,6.81,4,6.82,6.5,4.4,9.74,7,5.24,7.33
2/11/2008,Philadelphia,84,Dallas,76,-3,-1.74,-4.17,-4.86,-3.49,-3.5,-1.78,-0.3,-2.6,-1.41,1,2.23,-0.72
2/11/2008,Toronto,88,San Antonio,93,1,2.69,1.2,0.59,1.89,-2,2.59,4.2,0.9,2.15,8,6.3,5.07
2/12/2008,Atlanta,90,Detroit,94,-4.5,-5.28,-5.92,-5.37,-6.53,-5.5,-4.6,-3.1,-4.1,-5.72,-4,-4.46,-5.94
2/12/2008,Chicago,86,New orleans,100,-6,-2.38,-5.88,-5.44,-6.34,-5.5,-5.4,0.3,-3.7,3.66,-5,-4.68,-5.07
2/12/2008,Indiana,97,Boston,104,-5,-6.62,-8.21,-7.97,-8.49,-4,-5.9,-4.7,-6,-8.14,-9,-8.87,-8.06
2/12/2008,Memphis,107,Sacramento,94,-5,-1.51,-1.18,-2.83,0.28,-4.5,-0.44,0.1,-0.8,0.36,-5,-7.4,0.09
2/12/2008,Miami,113,Denver,114,-6.5,-6.41,-8.17,-10.09,-6.84,-5.5,-7.79,-4.9,-6.1,-2.15,-12,-7.82,-6.74
2/12/2008,New Jersey,92,Minnesota,88,6.5,5.51,6.83,8.8,4.65,6,3.35,7.8,3.5,4.77,5,0.59,5.67
2/13/2008,Boston,111,New York,103,8.5,14.94,17.51,17.6,17.47,9,14.16,16.4,12.3,24.11,16,13.75,14.69
2/13/2008,Charlotte,100,Atlanta,98,1,-0.27,-0.27,0.09,-0.66,2.5,-0.62,1.9,-0.5,-3.59,-4,-1.52,2.21
2/13/2008,Cleveland,105,San Antonio,112,-3.5,-0.79,-0.33,0.86,-1.48,-2,-1.55,1.8,-1.1,-7.21,-1,0.6,1.02
2/13/2008,Dallas,96,Portland,76,3.5,6.55,6.54,5.83,7.21,8,6.69,8.4,4.3,2.75,4,6.84,7.07
2/13/2008,Detroit,96,Indiana,80,10,11.9,12.33,12.15,12.54,10.5,11.53,13.3,8.4,10.02,12,11.77,12.32
2/13/2008,Golden State,120,Phoenix,118,2.5,1.49,0.32,0.85,-0.17,1,-0.17,3.2,0.2,2.7,3,4.52,1.39
2/13/2008,Houston,89,Sacramento,87,9.5,7.52,7.91,7.25,8.58,8.5,8.74,9.4,5.4,2.56,9,6.7,8.46
