date,home,hscore,road,rscore,line,lineavg,linesag,linesage,linesagp,lineopen,linemoore,linepower,linegreen,linel2,linebemiss,linefox,linedunk,lineadj,lineavgadj,linegabe
1/10/2007,Dallas,99,Portland,74,13.5,14.52,15.07,14.71,15.72,14,8.96,17,10.8,14.27,11.95,18,19.29,13.63,15.74,5.33
1/10/2007,Denver,83,San Antonio,92,-4.5,-3.63,-2.61,-2.38,-3.73,-5,-3.11,-1.6,-2.5,-5.23,-1.95,-7,-5.18,-7.76,-7.72,-7.55
1/10/2007,Detroit,96,Charlotte,103,9.5,11.04,11.56,11.48,12.15,9,8.76,13.8,7.8,12.04,11.35,11,10.96,9.32,10.35,5.04
1/10/2007,Golden State,76,Orlando,91,3,0.47,2.49,2.27,2.71,3,-0.57,4.6,2.4,3.43,-4.4,0.01,-6.23,5.38,4.29,-4.16
1/10/2007,Houston,102,LA Lakers,77,4,5.6,4.23,3.58,4.92,5,4.24,7.7,3.5,7.1,6.7,5,7.67,4.82,7.33,-4.1
1/10/2007,Milwaukee,77,Toronto,90,-2.5,4.93,4.97,4.97,4.98,0,2.81,7.5,3.9,5.75,4.8,7,2.62,-2.47,6.28,-1.31
1/10/2007,Minnesota,91,LA Clippers,92,5,5.02,5.51,5.09,5.94,5,2.85,4.3,3.4,5.04,4,5,9.6,7.95,7.45,-0.41
1/10/2007,New York,106,Philadelphia,99,4,5.21,4.68,6.41,3.29,4.5,1.25,6.2,3.4,4.67,9.7,6,5.98,3.2,3.85,-0.98
1/10/2007,Seattle,103,Miami,107,1,3.81,4.82,2.49,7.43,1,2.69,3.3,3.2,5.92,2.5,2,4.78,1.39,4.55,-1.06
1/10/2007,Washington,113,Chicago,103,3.5,1.41,2.79,3.84,1.67,3,1.47,4.6,1.5,1.52,-1.6,1,-1.29,7.05,6.16,-4.81
1/11/2007,Chicago,83,New Jersey,86,6.5,6.25,6.75,6.62,7.04,6.5,2.68,7.9,4.7,8.5,5.95,6,6.87,8.27,8.48,1.73
1/11/2007,Phoenix,109,Cleveland,90,8.5,7.52,8.13,7.95,8.34,8.5,4.33,9.2,6.2,8.99,3.75,9,9.92,9.25,8.6,1.04
1/12/2007,Atlanta,99,Detroit,93,-7.5,-4.87,-4.07,-4.22,-4.01,-6,-3.38,-3.3,-3.5,-4.53,-4.75,-8,-8.12,-9.22,-7.73,-8.92
1/12/2007,Boston,86,Toronto,95,-6,1.49,0.17,-0.22,0.51,-5.5,-0.21,3.5,1.1,2.89,5.95,1,-1.08,-6.98,0.35,-3.99
1/12/2007,Denver,86,Houston,90,-3,-3.05,-1.32,-1.97,-0.72,-2.5,-2.12,-1.4,-1.8,-3.75,-1.65,-7,-7.05,-6.07,-5.71,-5.67
1/12/2007,Golden State,96,Miami,118,5,5.14,6,5.07,7.26,5.5,2.6,4.2,4.6,7.45,3.65,4,7.42,7.36,8.36,0.72
1/12/2007,Indiana,113,Dallas,115,-4.5,-3.99,-3.74,-4.07,-3.47,-4.5,-1.68,-1.7,-3.6,-5.03,-4.3,-7,-5.09,-4.14,-3.81,-8.87
1/12/2007,LA Lakers,109,Orlando,106,4,3.21,5.09,5.42,4.81,4,1.33,6.7,3.8,5.04,0.8,4,-3.02,4.62,4.22,0.83
1/12/2007,Memphis,110,Minnesota,116,1.5,-1.1,-2.1,-3.86,-1.2,1,-1.29,3,-1.1,-0.33,-2.8,0.01,-2.34,-0.48,-2.88,-7.76
1/12/2007,New York,110,Charlotte,126,6,5.2,5.47,5.25,5.92,5.5,3.65,7,3.3,5.98,10.45,5,0.23,5.84,3.73,0.73
1/12/2007,New orleans,104,Washington,97,-7,-3.12,-1.58,-1.81,-1.39,-7.5,-3.13,-1.9,-2,-3.09,0.35,-7,-8.13,-7.92,-5.9,-8.96
1/12/2007,Philadelphia,110,Milwaukee,97,6,0.23,-0.66,-1.9,0.27,7,0.41,2.1,-0.8,-0.99,0.2,0.01,2.77,3.69,-3.1,-7.47
1/12/2007,Portland,95,Sacramento,87,-3,-0.98,0.65,1.54,-0.5,-4,-1.7,0.9,-0.7,-1.32,1.1,-4,-4.11,-2.18,0.06,-6.84
1/12/2007,Seattle,122,Utah,114,-4.5,-4.19,-4.41,-6.38,-2.8,-5.5,-2.87,-0.9,-3.4,-3.29,-6.8,-3,-8.25,-4.85,-3.53,-9.55
1/13/2007,Charlotte,89,Philadelphia,83,3,3.53,3.03,4.61,1.52,4,0,4.9,2.2,2.15,2.25,5,9.17,1.52,2.46,-3.58
1/13/2007,Chicago,111,Memphis,66,9.5,9.27,9.47,10.75,9.18,9.5,6.22,10.6,6.4,9.82,11.3,8,11.11,10.68,11.46,3.69
1/13/2007,Detroit,81,Boston,73,12.5,7.84,9.2,9.88,8.56,11.5,6.68,10.2,5.7,6.94,6.65,7,8.99,9.33,5.09,1.6
1/13/2007,LA Clippers,92,Cleveland,104,2.5,-0.39,1.09,0.78,1.32,2.5,-0.8,2.3,0.3,0.15,-0.5,-1,-6.06,3.13,0.68,-6.26
1/13/2007,Milwaukee,.,New orleans,.,4.5,5.54,4.7,4.21,5.22,4.5,2.94,8.1,3.5,6.28,3.8,7,8.81,3.41,5.89,-0.14
1/13/2007,Minnesota,109,New Jersey,98,3.5,3.23,5.28,5.59,5,4,1.41,4.1,3.2,5.05,3.45,2,-0.73,2.29,2.71,-1.55
1/13/2007,Phoenix,107,Orlando,101,10.5,9.25,9.24,9.46,9.09,10,5.8,12.3,7.5,11.14,2.95,12,13,11.22,10.96,3.48
1/13/2007,Sacramento,111,Houston,115,2,-4.11,-3.79,-3.26,-4.4,1.5,-3.85,-1.9,-2.7,-4.08,-4.55,-6,-6.21,-0.21,-5.18,-8.18
1/13/2007,San Antonio,93,Washington,80,9,8.5,8.38,6.99,10.75,9,6.31,8.9,6.1,10.04,10.2,9,8.25,9.73,8.64,1.39
1/13/2007,Utah,110,Miami,119,7.5,8.66,10.09,9.86,10.76,8.5,6.21,7,7,10.4,12.3,5,9.4,9.25,9.53,3.68
1/14/2007,Portland,93,Denver,109,0,-0.77,-0.2,1.55,-2.14,-1,-2.71,1,-0.9,-1.16,-1.8,-1,0.22,-0.41,-2.08,-7.31
1/14/2007,Toronto,96,Dallas,97,-5,-5.14,-6.14,-6.34,-6.01,-5.5,-3.28,-2.6,-4.6,-4.94,-7.05,-7,-4.47,-2.81,-4.57,-9.59
1/15/2007,Atlanta,100,Boston,96,6,1.03,2.51,3.71,1.24,6.5,2.21,2.8,1.1,-0.08,-0.7,-2,0.95,3.78,-1.52,-4.37
1/15/2007,Charlotte,91,Milwaukee,99,5.5,1.74,0.11,0.83,-0.71,5.5,-0.38,2.8,0.3,-1.13,0.45,4,9.48,4.15,0.62,-6.02
1/15/2007,Chicago,99,San Antonio,87,-3.5,-0.42,-1.5,-1.59,-2.1,-2.5,-2.35,2,-1.5,-1.3,0.45,0.01,2.56,-3.39,-0.55,-5.89
1/15/2007,Detroit,90,Minnesota,94,2.5,2.45,3.15,3.84,2.45,4,2.28,7.3,2.6,3.92,2.7,2,-5.05,0.24,0.43,-2.48
1/15/2007,Golden State,108,LA Clippers,93,2.5,1.25,2.97,2.7,3.26,2.5,0.7,2.2,2.1,3.28,-0.6,0.01,-2.38,5.9,4.52,-2.44
1/15/2007,LA Lakers,124,Miami,118,6,6.63,8.98,8.25,10.12,5.5,4.45,6.4,5.8,8.69,7.1,7,1.83,6.46,6.85,3.47
1/15/2007,Memphis,122,Phoenix,137,-9,-9.12,-8.76,-11.15,-7.22,-8.5,-7.25,-6.7,-6.9,-9.38,-7.65,-13,-12.82,-11.99,-12.82,-15.34
1/15/2007,New Jersey,105,Indiana,95,2.5,2.96,1.05,0.55,1.53,2.5,2.01,4.7,1.1,2.92,4.95,3,5.86,1.81,2.33,-3.88
1/15/2007,New York,102,Sacramento,97,0,1.32,1.8,2.47,1.07,1,-0.56,3.2,0.6,0.17,5.85,1,-1.93,1.2,2.1,-4.75
1/15/2007,Philadelphia,86,Toronto,104,-1,-0.05,-0.38,-1.19,0.21,1,0.44,2.3,0,0.29,1.75,0.01,-4.22,-2.87,-2.5,-5.91
1/15/2007,Washington,114,Utah,111,3.5,2.67,0.77,0.58,0.89,3,0.72,6.2,0.8,2.26,-3.75,7,9.37,6.03,6.55,-4.7
1/16/2007,Dallas,109,Houston,96,7.5,4.34,6.02,6.97,5.31,7.5,0.97,6.5,3.6,3.03,2.35,5,5.34,6.72,4.79,-2.31
1/16/2007,New orleans,84,Orlando,78,-6.5,-1.96,-0.23,-0.13,-0.34,-7,-2.52,0.7,-0.7,-1.27,-3.75,-4,-5.67,-7.85,-4.68,-7.64
1/16/2007,Seattle,101,Cleveland,96,-2.5,-2.87,-1.43,-3.09,0.04,-3,-1.83,-2.2,-1.5,-1.77,-4.05,-5,-6.39,-3.06,-3.17,-8.12
1/17/2007,Charlotte,85,New Jersey,92,-3.5,-0.6,-0.62,0.54,-1.9,-4,-3.12,1,-0.3,-0.85,-2.8,0.01,2.03,-5.15,-2.14,-6.13
1/17/2007,Detroit,99,Utah,100,3,1.63,0.81,0.59,0.98,3.5,0.7,5.4,0.9,1.62,-0.95,5,0.38,2.45,1.55,-4.24
1/17/2007,Houston,91,Phoenix,100,-5.5,0.97,0.85,0.27,1.39,-3.5,0.28,2.8,-0.1,1.32,4.2,0.01,-1.44,-5.09,0.05,-5.53
1/17/2007,LA Clippers,115,Golden State,109,9.5,4.13,2.69,3.15,2.2,6,2.07,7.2,1.5,2.5,6.6,4,7.98,11.61,7.5,-3.56
1/17/2007,Memphis,118,Philadelphia,102,4.5,2.15,3.13,2.16,3.55,4,1.28,4.7,2,3.43,2.55,2,-2.31,2.63,0.66,-3.99
1/17/2007,Milwaukee,90,Chicago,99,-4.5,-1.89,-0.11,1.04,-1.48,-5,-2.14,1,-0.7,-1.92,-3.9,-4,-4.91,-2.28,1.21,-7.12
1/17/2007,Minnesota,88,Atlanta,105,9,10.32,10.02,9.12,11.06,9.5,6.13,10.5,6.4,9.66,10.25,13,16.8,9.44,12.3,2.66
1/17/2007,Portland,94,Cleveland,76,-3.5,-4.03,-2.19,-2.16,-2.42,-4,-4.54,-4.2,-2.5,-3.93,-4.2,-6,-6.35,-4.02,-5.05,-9.34
1/17/2007,San Antonio,96,LA Lakers,100,8.5,7.61,6.39,4.49,9.18,9,6.1,9,5,9.51,8.1,8,9.1,8.29,8.42,-0.44
1/17/2007,Toronto,101,Sacramento,85,5,4.6,4.8,4.83,4.77,5,2.37,7,2.5,3.09,0.6,6,10.23,8.47,7.95,-3.32
1/17/2007,Washington,99,New York,98,8,7.05,7.91,7.77,8.22,8,6.37,10.2,5.3,8.57,0.3,8,8.74,8.06,8.92,0.73
1/18/2007,Dallas,114,LA Lakers,95,10,8.02,7.89,7.55,8.21,10,4.34,9.9,5.4,7.6,6.9,11,11.28,11.15,11.1,-1.21
1/18/2007,Miami,104,Indiana,101,8.5,1.57,0.23,1.38,-1.17,9,0.39,5.1,0.3,1.37,1.95,2,2.85,8.47,1.3,-5.79
1/19/2007,Atlanta,75,Charlotte,96,5,2.99,3.82,3.8,3.88,5,3.22,4.9,2.1,3.78,2.7,0.01,2.51,3.94,0.79,-2.51
1/19/2007,Boston,91,Sacramento,96,-4,0.84,0.93,0.28,1.48,-3,-0.46,3.6,0.6,1.69,2.7,1,-3.32,-2.24,2.23,-4.73
1/19/2007,Denver,110,Cleveland,99,1.5,1.21,2.15,0.73,3.53,2.5,1.22,2.4,1.4,1.76,1.1,2,-3.21,1.54,1.02,-3.35
1/19/2007,Minnesota,98,Detroit,104,-2,3.04,3.56,3.16,3.96,2,1.2,3.2,1.3,2.16,3.3,1,8.08,-3.34,2.12,-3.4
1/19/2007,New York,100,New Jersey,101,-3,0.26,0.74,1.49,-0.04,-1,-2.17,1.3,0.2,0.94,3.75,-1,-2.14,-4.1,-1.82,-5.01
1/19/2007,Orlando,93,Washington,114,3.5,3.37,2.57,1.93,3.17,3.5,1.82,3.6,1.2,1.96,8.6,2,6.05,4.59,5.09,-3.4
1/19/2007,Philadelphia,98,Miami,95,-2.5,-0.15,0.08,-2.06,2.06,-2.5,-0.46,0.2,0.2,1.33,0.25,-1,-1.88,-4.41,-3.07,-5.1
1/19/2007,Phoenix,106,Portland,101,15,15.38,14.41,14.02,15.03,15,11.62,18.1,11,16.25,11.9,19,21.53,14.91,16.3,8.18
1/19/2007,San Antonio,99,New orleans,86,14.5,12.3,11.11,9.83,13.27,14,9.83,13.8,8.8,14.84,12.3,14,14.04,12.84,11.33,6.01
1/19/2007,Seattle,99,Milwaukee,72,6,2.02,2.18,1.36,2.92,6.5,2.56,3,1,1.71,1.95,0.01,3.67,4.84,1.52,-4.59
1/19/2007,Toronto,94,Utah,102,1,1.57,-0.81,-1.56,-0.13,2.5,-0.63,4.5,-0.5,-0.08,-6.3,8,10.81,3.54,4.2,-6.26
1/20/2007,Charlotte,104,Atlanta,85,2.5,5.28,3.5,3.4,3.65,4,1.53,7.1,2.8,3.78,3.3,10,11.98,1.2,4.8,-2.59
1/20/2007,Chicago,85,Utah,95,6.5,4.87,1.81,0.22,3.69,6,2.06,7.1,1.8,4.75,1.85,10,12.38,9.91,9.15,-2.36
1/20/2007,Detroit,91,Sacramento,74,6,5.11,6.54,6.62,6.47,7.5,4.63,7.8,4.1,5.25,5.95,6,-0.83,6.51,5.79,-0.41
1/20/2007,Golden State,104,Cleveland,106,3,-0.67,1.44,0.88,1.99,4.5,-1.1,0,0.7,0.62,-3.9,-1,-4.25,4.82,2.12,-4.89
1/20/2007,Houston,113,Denver,121,7,7.71,7.07,7.77,6.33,7,4.55,9.9,4.9,8.77,7.8,9,10.33,8.34,7.83,-0.03
1/20/2007,Indiana,106,New York,108,6.5,5.37,6.87,6.29,7.51,7,4.85,8.6,3.8,4.99,0.3,4,8.03,4.81,5.55,-0.83
1/20/2007,LA Clippers,112,Memphis,91,6.5,5.47,7.38,9.15,6.03,7,3.94,8.5,4,5.71,8.65,4,-0.79,6.42,6.71,0.02
1/20/2007,New Jersey,101,Orlando,94,3.5,2.46,2.1,1.97,2.24,3.5,1.99,6.4,1.8,2.16,-0.65,7,-0.77,2.09,1.88,-3.61
1/20/2007,New orleans,113,LA Lakers,103,-6.5,-2.51,-2.5,-3.21,-1.97,-6.5,-2.06,-0.8,-2.3,-2.64,-1.2,-4,-4.38,-7.31,-3.81,-9.87
1/20/2007,Washington,115,Boston,110,11,9.01,9.56,11.19,8.16,11,7.72,11.2,6,7.94,3.45,10,15.44,10.33,9.93,2.3
1/21/2007,Miami,93,Dallas,99,0,-6.27,-7.9,-7.21,-8.85,-4,-4.21,-2.3,-5.8,-7.3,-5,-11,-4.73,-0.6,-7.39,-12.07
1/21/2007,Philadelphia,85,San Antonio,99,-9.5,-7.52,-7.72,-7.46,-8.89,-7,-7.15,-4.6,-6.1,-9.91,-8.95,-9,-5.63,-12.93,-12.45,-13.78
1/21/2007,Phoenix,131,Minnesota,102,15.5,11.24,10.07,10.68,9.57,16,7.59,14.2,8,11.7,6.3,16,17.14,14.81,11.41,4.07
1/21/2007,Portland,99,Milwaukee,95,5.5,1.31,1.15,1.81,0.29,5,0.48,2.1,0.4,0.42,1.8,2,2.53,4.99,0.81,-5.16
1/22/2007,Boston,89,San Antonio,93,-8.5,-7.13,-7.74,-7.46,-9.11,-8.5,-8.02,-3.7,-5.6,-7.51,-5.1,-7,-10.69,-10.93,-11.15,-12.56
1/22/2007,Cleveland,79,Orlando,90,5,3.53,3.93,4.69,3.18,5,2.64,7.9,3,4.88,1.95,4,-0.5,5.12,4.67,-1.96
1/22/2007,Denver,115,Memphis,98,10.5,9.43,9.46,9.75,9.65,10.5,7.19,10.3,6.1,8.67,10.25,10,13,10.61,9.94,3.58
1/22/2007,Indiana,98,Chicago,91,1,-1.37,0.57,1.66,-0.89,1,-0.67,1.9,-0.3,-2.73,-3.05,-2,-6.28,2.47,1.28,-6.89
1/22/2007,LA Lakers,108,Golden State,103,7.5,7.15,7.05,7.99,6.21,7.5,4.34,9.7,4.4,5.96,7.45,9,9.32,10.23,10.57,1.17
1/22/2007,Miami,101,New York,83,2,3.19,3.87,4.26,3.42,3,3.32,7.8,2.1,3.27,-0.95,3,2.5,-1.11,1.7,-3.71
1/22/2007,Sacramento,88,New Jersey,87,4,0.22,0.91,1.25,0.56,3,-1.2,2.8,1,2.96,-0.1,-2,-3.25,3.38,0.12,-4.65
1/22/2007,Toronto,105,Charlotte,84,9,5,6.57,5.91,7.26,9,4.59,8,3.8,6.95,3.65,5,-0.2,8.99,4.32,0.02
1/22/2007,Utah,106,Minnesota,91,7,5.97,6.83,7.35,6.42,7,4.86,9.4,4.7,7.13,7.7,8,-1.81,7.27,6.01,-0.19
1/23/2007,Chicago,94,Atlanta,86,9.5,11.93,10.28,8.45,12.57,9.5,7.77,13.5,7.4,13.17,12.8,15,16.74,12.21,15.7,5.16
1/23/2007,LA Clippers,115,Milwaukee,96,9.5,4.28,4.21,4.65,3.76,9.5,3.71,6.3,2.6,3.56,6.65,3,4.29,9.21,5.23,-2.84
1/23/2007,Orlando,95,Dallas,111,-5.5,-4.35,-4.61,-5.35,-4.04,-5,-1.99,-2.4,-4,-3.87,0.05,-10,-7.53,-5.57,-4.44,-8.88
1/23/2007,Philadelphia,102,New orleans,96,3,0.25,0.07,-1.01,1.02,2.5,0.59,3.5,0.2,1.35,-0.45,1,-3.96,0.41,-2.13,-4.83
1/23/2007,Seattle,112,Denver,117,-2.5,-0.07,-0.11,0.29,-0.73,-3,-0.62,1.5,-0.5,0.39,-1.45,-1,1.46,-3.32,-0.86,-6.76
1/23/2007,Washington,105,Phoenix,127,-5,-3.36,-3.05,-2.48,-3.59,-5,-2.83,-0.8,-3,-3.58,-3.8,-5,-5.15,-5.71,-4.14,-8.97
1/24/2007,Boston,76,Atlanta,82,4.5,4.31,3.27,1.9,4.52,4,1.89,7.2,3,6.57,6.65,7,0.07,4.49,4.05,-1.69
1/24/2007,Charlotte,92,Detroit,103,-6.5,-2.03,-2.4,-2,-2.89,-4.5,-3.45,0.1,-2,-3.26,-2.4,0.01,-2.39,-7.82,-3.68,-8.24
1/24/2007,Cleveland,115,Philadelphia,118,11,8.74,8.72,9.71,7.83,10,6.11,10.8,5.8,9.23,11.1,7,11.08,10.33,9.21,2.97
1/24/2007,Golden State,110,New Jersey,109,4.5,0.16,2.91,2.8,3.02,6,-0.83,1.4,1.7,3.23,-1.35,-4,-4.51,4.63,1.31,-4.05
1/24/2007,Indiana,96,Miami,94,3.5,4.03,4.77,4.28,5.31,4,2.87,4.6,3.3,4.44,3.65,4,3.79,3.26,4.33,-0.56
1/24/2007,New York,107,Phoenix,112,-8.5,-7.9,-8.09,-7.87,-8.39,-9.5,-8.49,-6.8,-6.9,-9.8,-1.25,-12,-9.6,-11.04,-12.19,-13
1/24/2007,Portland,101,Minnesota,98,-2.5,0.6,-0.26,0.55,-1.37,-1,-0.92,2.2,-0.4,0,-0.55,4,1.88,-3.14,0.12,-7.25
1/24/2007,Sacramento,114,Milwaukee,106,9.5,4.25,2.85,3.05,2.64,8.5,2.89,5.5,2.3,3.95,3.85,4,10.04,9.19,5.22,-3.19
1/24/2007,San Antonio,85,Houston,90,8,4.48,5.25,4.41,6.77,8.5,3.77,6.5,3.6,5.37,4.25,4,1.66,5.44,2.37,-0.89
1/24/2007,Toronto,90,New orleans,88,8.5,6.44,4.74,4.33,5.16,8,4.43,8.6,3.7,6.08,1.95,10,13.72,9.19,7.83,-0.64
1/24/2007,Utah,130,Memphis,132,12,12,12.72,14.43,11.43,11.5,8.91,12.5,8.3,11.51,13.85,12,15.11,13.8,13.76,5.38
1/25/2007,Chicago,96,Dallas,85,-4,-1.93,-3.57,-5.38,-1.69,-5,-1.09,-0.1,-2.7,-0.64,0.9,-7,0.33,-1.47,0.14,-6.31
1/25/2007,LA Clippers,102,New Jersey,101,6,1.71,3.32,4.08,2.56,7,0.99,4.2,1.8,3.23,2.7,-1,-3.18,5.63,2.27,-3.77
1/26/2007,Detroit,96,Washington,99,5,2.98,3.44,2.5,4.29,6,2.33,5.1,2.4,3.23,5.45,4,-2.47,4.33,2.15,-2.35
1/26/2007,Houston,99,Portland,69,10,11.09,10.6,9.47,11.99,11,9.04,14.1,7.8,13.09,10.9,13,10.39,10.41,11.1,4.36
1/26/2007,LA Lakers,97,Charlotte,106,11,8.12,11.02,11.36,10.96,11,6.65,10.2,6.5,10.04,7.7,6,3.69,10.48,7.53,4.73
1/26/2007,Milwaukee,90,Phoenix,98,-11,-8.66,-7.28,-7.83,-6.89,-11,-8.11,-5.9,-6.3,-8.15,-6.1,-12,-16.62,-12.99,-11.12,-13.02
1/26/2007,New York,116,Miami,96,-3.5,1.44,1.48,1.56,1.39,-3.5,-0.39,1.5,1.2,2.23,6.95,2,-3.52,-3.91,-0.18,-2.91
1/26/2007,New orleans,88,Sacramento,84,1,1.66,2.96,2.82,3.11,1.5,0.98,3.4,1.1,0.97,3.2,3,-3.61,2.96,2.03,-4.75
1/26/2007,Orlando,90,Atlanta,93,8.5,8.38,8.23,7.72,8.86,9,6.15,9.7,5.1,8.56,11.95,9,8.37,7.67,8.83,1.87
1/26/2007,Philadelphia,97,Cleveland,105,-1,-0.93,-1.76,-2.65,-0.97,-4,-1.96,0.6,-1.5,-2.42,-5.1,1,4.66,-1.45,-2.03,-8.09
1/26/2007,San Antonio,112,Memphis,96,13,13.32,13.95,13.84,15.08,13.5,11.03,13.8,9.5,15.31,14.75,14,12.55,12.57,13.23,7.85
1/26/2007,Seattle,102,Minnesota,100,2,1.61,1.01,0.01,1.92,2,2.12,4,0.6,2.16,-0.35,6,-1.98,1.86,2.15,-4.92
1/26/2007,Toronto,96,Boston,90,8,7.07,7.85,8.82,7.15,0.5,6.08,9.2,4.5,5.41,1.55,10,10.94,7.51,7.15,0.56
1/26/2007,Utah,116,Denver,111,3.5,3.55,5.24,6.82,3.48,3.5,2.53,5.8,3.3,5.07,6.6,2,-3.63,3.15,2.2,-1.7
1/27/2007,Atlanta,89,Philadelphia,104,4,2.61,3.32,4.5,1.97,4,1.49,4.9,2.1,2.71,3.2,3,-0.34,2.49,0.79,-2.83
1/27/2007,Chicago,100,Miami,97,7.5,8.5,7.61,6.1,9.39,7,5.89,8.2,5.6,10.29,9.7,10,11.31,10.44,11.29,3.49
1/27/2007,Dallas,106,Sacramento,104,12.5,12.85,13.71,14.1,13.44,11.5,8.28,13.9,9,11.55,11.85,16,17.55,16.32,17.49,4.93
1/27/2007,Denver,102,New Jersey,112,7,4.25,5.25,4.81,5.85,7,3.07,5.5,3.2,5.35,4.1,3,3.33,5.97,3.3,-0.83
1/27/2007,Golden State,131,Charlotte,105,9,3.57,6.44,5.71,7.23,8.5,3.7,4.7,3.7,6.71,3.25,-1,-1.84,8.07,3.76,-0.04
1/27/2007,Indiana,102,Toronto,84,6.5,2.18,3.44,3.61,3.27,5,1.81,4.8,2,2.12,4.55,1,-3.57,5.22,1.84,-3.17
1/27/2007,LA Clippers,87,Minnesota,101,6.5,2.94,2.72,3.52,1.89,6,2.78,6.6,1.7,3.08,2.7,6,-1.8,6.4,4.07,-3.34
1/27/2007,Memphis,132,Portland,135,3.5,1.58,1.04,-0.75,2.88,4,1.67,5.9,1.4,3,0.4,2,-2.31,1.96,0.45,-4.25
1/27/2007,New orleans,94,Utah,83,-3,-2.9,-3.01,-3.25,-2.84,-5,-3.42,-0.1,-2.6,-3.36,-4.6,-1,-4.92,-3.02,-4.12,-9.59
1/28/2007,Boston,91,Washington,105,-5,-3.2,-3.51,-5.75,-1.74,-5,-3.78,-1.3,-2.3,-1.48,2.15,-5,-9.58,-5.32,-4.41,-8.42
1/28/2007,Cleveland,100,Phoenix,115,-3,-5.41,-4.49,-4.66,-4.45,-8,-4.12,-3,-4.4,-5.2,-0.4,-10,-12.46,-5.55,-8.02,-9.88
1/28/2007,Detroit,95,Indiana,87,7.5,3.98,4.03,3.97,4.1,6.5,3.39,6.5,3.3,5.84,6.2,4,-1.48,7.31,3.49,-1.46
1/28/2007,LA Lakers,94,San Antonio,96,-3,-1.23,-0.05,1.76,-2.75,-3.5,-3.26,0.7,-1.3,-3.34,-2.5,-2,1.64,-4.76,-3.64,-6.3
1/28/2007,Milwaukee,107,New York,105,1,1.05,3.38,3.34,3.43,2.5,1.49,5.3,2.2,4.14,-1.85,-1,-7.58,-0.18,1.01,-3.01
1/28/2007,Seattle,76,LA Clippers,98,2,1.51,1.68,0.54,2.76,2.5,1.34,3.4,1.1,2.52,-0.05,5,-2.99,5.11,3.89,-3.79
1/29/2007,Atlanta,93,Orlando,83,-4,-1.92,-1.93,-1.08,-2.97,-4,-2.42,0.5,-1.4,-2.4,-5.95,-3,1.44,-5.75,-4.03,-7.52
1/29/2007,Denver,101,Charlotte,105,11,7.67,8.47,6.77,10.49,11,7.47,8.6,5.2,9.07,8.7,7,5.76,9.31,6.08,2.97
1/29/2007,Houston,105,Philadelphia,84,9,12.23,11.52,11.86,11.25,10,9.12,13,8.4,13.95,13.7,14,14.77,10.06,12.96,6
1/29/2007,Memphis,124,Sacramento,117,-1,-0.58,-0.38,-1.21,0.2,0,-0.51,1.6,-0.5,-0.7,-0.05,-1,-3.09,-0.46,0.25,-6.02
1/29/2007,Minnesota,121,Phoenix,112,-5,-6.52,-5.5,-5.89,-5.19,-6,-5.73,-5,-5,-6.96,-2.15,-11,-11.77,-7.82,-9.63,-10.87
1/29/2007,New orleans,103,Portland,91,4.5,5,4.09,3.51,4.96,5,3.63,7,2.7,4.3,3.65,6,9.23,4.12,3.32,-2.05
1/29/2007,Utah,115,New Jersey,116,2.5,4.25,6.69,7.81,5.61,3.5,3.25,5.1,4.1,6.5,7.7,0.01,-1.82,2.05,3.52,0.17
1/30/2007,Cleveland,124,Golden State,97,1.5,4.28,4.11,4.83,3.41,5.5,3.54,8,2.5,4.35,9.1,4,-1.22,2.37,6.58,-1.61
1/30/2007,Dallas,122,Seattle,102,12.5,13.13,13.29,14.9,12.04,12.5,7.41,16,9.6,12.49,12.1,16,17.66,13.37,15.18,5.29
1/30/2007,Indiana,103,Boston,96,9,7.73,8.27,9.65,7.26,9,6.73,9.4,5,4.97,3.1,10,13.42,7.18,7.59,0.95
1/30/2007,Miami,110,Milwaukee,80,8,3.96,3.3,3.33,3.26,8.5,3.32,7.4,1.9,2.26,3.9,5,5.28,6.95,4.09,-3.88
1/30/2007,New York,99,LA Lakers,94,2,0.56,-2.4,-2.87,-1.95,-2.5,-1.55,2.1,-1.4,-1.44,3.8,3,5.38,2.52,1.24,-8.23
1/30/2007,Washington,104,Detroit,99,2,2.7,2.91,4.08,1.86,2,1.64,6,1.7,3.35,0.55,5,0.1,1.88,2.89,-3.07
2/1/2007,Miami,92,Cleveland,89,5.5,1.07,0.73,0.56,0.9,5,-0.27,4.6,0.2,-0.27,-1.8,3,2.68,5.85,2.07,-6.99
2/1/2007,Phoenix,103,San Antonio,87,6.5,5.85,5.58,6.85,3.52,7,3.09,8.6,3.9,4.46,2.55,7,12.68,5.46,4.71,-1.55
2/2/2007,Atlanta,91,Toronto,103,-1,-0.69,-0.45,0.07,-1.1,-2,-1.22,0.6,-0.5,-1.44,0.8,-4,0.58,-2.84,-2.97,-6.89
2/2/2007,Boston,89,LA Clippers,100,-6,-2.34,-1.91,-3.54,-0.65,-5.5,-3.47,0.3,-1.2,0.78,0.8,-3,-11.06,-4.45,-2.62,-7
2/2/2007,Cleveland,101,Charlotte,81,7,6.06,7.36,7.18,7.63,7.5,6,8.3,4.5,9.09,9.35,4,-1.54,5.24,5.18,1.43
2/2/2007,Denver,114,Portland,107,10,6.33,6.64,4.52,9.14,10,6.32,9,4.8,8.16,7.65,6,1.35,8.64,5.35,1.24
